AMDewptCalPl,ScenRelAMIns,CombMoisture,SynForcng,WindFieldPln,ScenRel3_4,R5Fcst,ScnRelPlFcst,RaoContMoist,CapChange,CombClouds,AMInstabMt,MvmtFeatures,PlainsFcst,WindAloft,LowLLapse,Boundaries,InsSclInScen,AreaMoDryAir,AreaMeso_ALS,SubjVertMo,N34StarFcst,MorningBound,MountainFcst,CapInScen,ScenRelAMCIN,InsInMt,MeanRH,SfcWndShfDis,IRCloudCover,TempDis,VISCloudCov,InsChange,SatContMoist,QGVertMotion,CombVerMo,WndHodograph,MidLLapse,CompPlFcst,LLIW,Date,LIfr12ZDENSd,N0_7muVerMo,MorningCIN,CldShadeConv,LatestCIN,RHRatio,LoLevMoistAd,AMInsWliScen,OutflowFrMt,Dewpoints,CldShadeOth,WindFieldMt,CurPropConv,AMCINInScen,Scenario
Stability,ABI,Dry,LittleChange,DenvCyclone,B,SIG,B,Wet,Increasing,PC,Strong,NoMajor,XNIL,AllElse,ModerateOrLe,Strong,LessUnstable,Dry,Down,Neutral,XNIL,Weak,SIG,MoreThanAve,AB,Strong,Average,DenvCyclone,PC,Other,Clear,Decreasing,Dry,Down,Down,StrongWest,Steep,IncCapDecIns,Weak,Aug20_Sep15,LIGt0,Neutral,Stifling,Some,PartInhibit,DryMMoistL,Negative,LessUnstable,Strong,LowMtsHighPl,Clear,LVorOther,Slight,MoreThanAve,B
Stability,CDEJ,Neutral,LittleChange,LV,GJ,XNIL,J,VeryWet,Decreasing,Clear,Strong,NoMajor,XNIL,AllElse,Steep,Weak,LessUnstable,Neutral,WeakUp,Neutral,XNIL,None,XNIL,LessThanAve,CThruK,Strong,Average,Other,Clear,Other,Clear,Increasing,Dry,Neutral,WeakUp,DCVZFavor,Steep,DecCapIncIns,Moderate,Jul16_Aug10,N1GtLIGt_4,WeakUp,PartInhibit,Some,None,DryMMoistL,StrongPos,LessUnstable,Strong,LowAtStation,Clear,LVorOther,Moderate,LessThanAve,J
Neutral,K,Dry,PosToNeg,WidespdDnsl,ACEFK,SIG,K,Neutral,LittleChange,Clear,Weak,OtherRapid,SIG,AllElse,ModerateOrLe,Weak,MoreUnstable,Dry,Neutral,Neutral,SIG,None,SIG,MoreThanAve,CThruK,Strong,Average,DryLine,Clear,QStationary,Clear,Increasing,Dry,Neutral,Neutral,StrongWest,ModerateOrLe,LittleChange,Weak,Aug20_Sep15,N1GtLIGt_4,WeakUp,Stifling,Marked,None,Other,StrongPos,MoreUnstable,Weak,LowAtStation,Clear,LVorOther,Moderate,MoreThanAve,K
Stability,CDEJ,Wet,LittleChange,LV,ACEFK,SIG,E,Neutral,Decreasing,PC,Weak,OtherRapid,XNIL,SWQuad,CloseToDryAd,Strong,LessUnstable,VeryWet,WeakUp,Neutral,XNIL,Weak,SIG,LessThanAve,CThruK,Strong,VeryMoist,DryLine,Cloudy,None,PC,Decreasing,VeryWet,StrongUp,WeakUp,StrongWest,ModerateOrLe,DecCapIncIns,Weak,Aug11_Aug20,N1GtLIGt_4,WeakUp,Stifling,Marked,None,Other,Negative,LessUnstable,Strong,HighEvrywher,Cloudy,Westerly,Slight,Average,E
Neutral,K,Wet,SigNegative,E_NE,ACEFK,SVR,K,Wet,LittleChange,Cloudy,Strong,OtherRapid,SVR,AllElse,Steep,Weak,MoreUnstable,Wet,Neutral,StronUp,SVR,None,SIG,MoreThanAve,CThruK,Strong,VeryMoist,MovingFtorOt,Clear,QStationary,Cloudy,Increasing,Neutral,Neutral,Neutral,StrongWest,ModerateOrLe,LittleChange,Moderate,May15_Jun14,N1GtLIGt_4,Neutral,Stifling,Some,None,Other,Negative,Average,Strong,Other,Cloudy,LVorOther,Strong,MoreThanAve,K
Stability,ABI,Dry,NegToPos,DenvCyclone,ACEFK,XNIL,A,Dry,Decreasing,PC,None,MarkedUpper,XNIL,SWQuad,Steep,Strong,MoreUnstable,Dry,WeakUp,Neutral,XNIL,Weak,XNIL,LessThanAve,AB,None,VeryMoist,DenvCyclone,Cloudy,Other,Clear,LittleChange,Wet,StrongUp,WeakUp,DCVZFavor,Steep,DecCapIncIns,Unfavorable,Aug20_Sep15,N5GtLIGt_8,WeakUp,PartInhibit,None,PartInhibit,DryMMoistL,WeakPos,MoreUnstable,None,Other,PC,Westerly,None,LessThanAve,A
Instability,ABI,VeryWet,LittleChange,DenvCyclone,B,SVR,B,Wet,LittleChange,Clear,Weak,NoMajor,SVR,SWQuad,Steep,Strong,LessUnstable,Wet,Neutral,Neutral,SVR,Weak,SVR,Average,AB,Strong,VeryMoist,DenvCyclone,Clear,Other,PC,LittleChange,Dry,WeakUp,Neutral,DCVZFavor,Steep,LittleChange,Moderate,Jun15_Jul1,N5GtLIGt_8,WeakUp,PartInhibit,Marked,None,MoistMDryL,Negative,LessUnstable,Strong,Other,Clear,LVorOther,Strong,Average,B
Neutral,ABI,Dry,LittleChange,DenvCyclone,B,SIG,B,Neutral,LittleChange,PC,Weak,NoMajor,XNIL,AllElse,Stable,Weak,Average,Dry,Neutral,WeakUp,XNIL,Weak,SIG,LessThanAve,AB,Weak,VeryMoist,DenvCyclone,Cloudy,QStationary,Clear,Decreasing,Dry,Down,Neutral,Westerly,CloseToDryAd,LittleChange,Moderate,May15_Jun14,LILt_8,WeakUp,PartInhibit,None,PartInhibit,DryMMoistL,Negative,MoreUnstable,Weak,LowEvrywhere,PC,LVorOther,Slight,LessThanAve,B
Stability,K,Wet,SigPositive,WidespdDnsl,ACEFK,XNIL,K,Neutral,LittleChange,PC,None,MarkedUpper,XNIL,AllElse,Stable,None,MoreUnstable,VeryWet,StrongUp,StronUp,XNIL,None,XNIL,Average,CThruK,None,Dry,E_W_N,PC,Moving,PC,LittleChange,Neutral,StrongUp,StrongUp,StrongWest,CloseToDryAd,LittleChange,Unfavorable,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,DryMMoistL,Neutral,MoreUnstable,None,Other,Cloudy,Westerly,None,Average,K
Stability,CDEJ,Dry,LittleChange,LV,GJ,SIG,J,Neutral,LittleChange,PC,Weak,OtherRapid,XNIL,LV,Steep,Weak,Average,Dry,Neutral,Neutral,XNIL,Weak,SIG,LessThanAve,CThruK,Strong,Average,None,PC,Other,PC,LittleChange,Dry,Neutral,Neutral,StrongWest,ModerateOrLe,LittleChange,Weak,Jun15_Jul1,N1GtLIGt_4,Neutral,PartInhibit,Marked,None,MoistMDryL,Neutral,Average,Weak,LowAtStation,PC,LVorOther,Moderate,LessThanAve,J
Stability,CDEJ,Wet,PosToNeg,SEQuad,D,SVR,D,Dry,Increasing,Clear,Strong,NoMajor,XNIL,NWQuad,Steep,Strong,MoreUnstable,Dry,Down,Neutral,XNIL,Weak,SVR,MoreThanAve,CThruK,Strong,VeryMoist,None,Clear,Other,Clear,Decreasing,Dry,Down,Down,StrongWest,CloseToDryAd,IncCapDecIns,Weak,May15_Jun14,N5GtLIGt_8,WeakUp,PartInhibit,Marked,PartInhibit,DryMMoistL,Negative,MoreUnstable,Strong,LowEvrywhere,Clear,LVorOther,None,Average,D
Instability,ABI,Neutral,SigNegative,DenvCyclone,ACEFK,SIG,A,Neutral,LittleChange,PC,None,MarkedUpper,SIG,SWQuad,ModerateOrLe,None,LessUnstable,Dry,Down,Down,SIG,Weak,XNIL,Average,AB,None,Average,DenvCyclone,Clear,Other,PC,Decreasing,Neutral,WeakUp,Down,DCVZFavor,Steep,LittleChange,Moderate,May15_Jun14,N5GtLIGt_8,Down,PartInhibit,None,None,DryMMoistL,Negative,MoreUnstable,None,LowSHighN,Clear,Westerly,Moderate,Average,A
Stability,ABI,Dry,LittleChange,DenvCyclone,B,SIG,B,Wet,LittleChange,Clear,Strong,NoMajor,SVR,SWQuad,ModerateOrLe,Weak,Average,Dry,Down,Down,SIG,None,SIG,LessThanAve,AB,Strong,Dry,DenvCyclone,Cloudy,Other,Clear,LittleChange,Dry,StrongUp,Down,Westerly,ModerateOrLe,LittleChange,Unfavorable,Jul16_Aug10,N1GtLIGt_4,Down,PartInhibit,Marked,PartInhibit,MoistMDryL,StrongPos,Average,Strong,LowSHighN,Clear,LVorOther,None,LessThanAve,B
Neutral,ABI,Dry,SigNegative,DenvCyclone,ACEFK,SVR,A,Neutral,LittleChange,PC,Strong,MarkedUpper,SVR,SWQuad,Stable,Weak,MoreUnstable,Dry,WeakUp,Neutral,SVR,None,SIG,LessThanAve,AB,Strong,Average,DenvCyclone,Clear,QStationary,PC,LittleChange,Dry,Neutral,WeakUp,Westerly,Steep,LittleChange,Weak,May15_Jun14,LILt_8,StrongUp,None,Marked,Stifling,Other,Neutral,MoreUnstable,Strong,Other,PC,LVorOther,None,LessThanAve,A
Stability,CDEJ,Wet,SigPositive,LongAnticyc,ACEFK,SVR,C,Dry,Increasing,PC,Weak,NoMajor,SVR,NWQuad,Steep,None,LessUnstable,Wet,Neutral,Down,SVR,None,XNIL,MoreThanAve,CThruK,Weak,Dry,E_W_N,Clear,QStationary,PC,LittleChange,Neutral,Down,Neutral,DCVZFavor,CloseToDryAd,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,StrongUp,Stifling,Some,None,MoistMDryL,Negative,LessUnstable,Weak,LowNHighS,PC,LVorOther,Strong,MoreThanAve,C
Instability,CDEJ,Neutral,SigNegative,WidespdDnsl,ACEFK,SIG,E,Wet,LittleChange,PC,Weak,NoMajor,SVR,AllElse,CloseToDryAd,Weak,Average,Neutral,Down,StronUp,XNIL,None,SIG,LessThanAve,CThruK,Weak,Average,None,PC,None,PC,LittleChange,Neutral,Down,Down,StrongWest,Steep,LittleChange,Moderate,Jul16_Aug10,N5GtLIGt_8,Down,None,Some,None,Other,Neutral,Average,Weak,HighEvrywher,PC,LVorOther,Moderate,LessThanAve,E
Instability,CDEJ,Neutral,NegToPos,LongAnticyc,ACEFK,SVR,C,Neutral,Increasing,PC,Weak,OtherRapid,XNIL,SWQuad,Steep,Strong,MoreUnstable,Neutral,Neutral,Down,XNIL,None,SVR,Average,CThruK,Strong,Average,E_W_N,Clear,None,PC,Increasing,Dry,Neutral,Neutral,DCVZFavor,CloseToDryAd,IncCapDecIns,Weak,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,Some,None,Other,StrongPos,MoreUnstable,Weak,LowNHighS,PC,LVorOther,Slight,LessThanAve,C
Instability,H,Neutral,LittleChange,E_NE,HI,SIG,H,Neutral,Increasing,PC,None,MarkedUpper,XNIL,NWQuad,ModerateOrLe,Weak,MoreUnstable,Neutral,Neutral,Neutral,XNIL,Weak,SIG,MoreThanAve,CThruK,Weak,Average,E_W_S,PC,QStationary,PC,Increasing,Neutral,Neutral,Neutral,Other,ModerateOrLe,IncCapDecIns,Unfavorable,Jun15_Jul1,N1GtLIGt_4,WeakUp,PartInhibit,None,TotalInhibit,DryMMoistL,Neutral,MoreUnstable,None,LowMtsHighPl,PC,Westerly,None,Average,H
Stability,CDEJ,VeryWet,PosToNeg,LV,ACEFK,SIG,E,VeryWet,Increasing,Cloudy,Strong,StrongFront,XNIL,SWQuad,Steep,Strong,LessUnstable,Wet,WeakUp,Neutral,XNIL,Strong,SIG,Average,CThruK,Strong,Average,None,Clear,None,Cloudy,LittleChange,VeryWet,Neutral,WeakUp,DCVZFavor,Steep,IncCapDecIns,Weak,Aug20_Sep15,LIGt0,StrongUp,PartInhibit,Marked,Stifling,DryMMoistL,WeakPos,LessUnstable,Strong,LowAtStation,Cloudy,Westerly,None,Average,E
Neutral,CDEJ,VeryWet,NegToPos,LongAnticyc,D,SVR,D,Neutral,Decreasing,Clear,Strong,MarkedUpper,SIG,NWQuad,CloseToDryAd,Strong,MoreUnstable,VeryWet,Neutral,Down,SIG,Strong,SVR,LessThanAve,CThruK,Strong,Dry,DryLine,PC,Other,Clear,Increasing,VeryWet,Neutral,Neutral,DCVZFavor,Steep,DecCapIncIns,Unfavorable,Aug20_Sep15,LILt_8,Neutral,PartInhibit,Marked,PartInhibit,DryMMoistL,StrongPos,Average,Weak,LowEvrywhere,PC,LVorOther,Slight,LessThanAve,D
Stability,ABI,Neutral,SigPositive,DenvCyclone,B,SVR,B,Neutral,Increasing,Cloudy,None,MarkedUpper,SVR,AllElse,Stable,None,MoreUnstable,Neutral,WeakUp,WeakUp,SVR,None,XNIL,Average,AB,None,Average,DenvCyclone,Clear,QStationary,PC,Increasing,Neutral,Neutral,WeakUp,Other,Steep,IncCapDecIns,Moderate,Jun15_Jul1,N5GtLIGt_8,Neutral,PartInhibit,None,None,DryMMoistL,WeakPos,LessUnstable,None,LowEvrywhere,Cloudy,LVorOther,Strong,LessThanAve,B
Instability,ABI,VeryWet,SigPositive,LongAnticyc,HI,SIG,I,Neutral,Decreasing,Cloudy,Strong,NoMajor,XNIL,NWQuad,ModerateOrLe,Weak,LessUnstable,VeryWet,WeakUp,StronUp,XNIL,Weak,SIG,LessThanAve,CThruK,Strong,Average,MovingFtorOt,PC,QStationary,Cloudy,Decreasing,VeryWet,WeakUp,WeakUp,Other,Steep,DecCapIncIns,Strong,Aug20_Sep15,N5GtLIGt_8,Neutral,PartInhibit,Some,None,DryMMoistL,WeakPos,Average,None,LowSHighN,Cloudy,Westerly,Moderate,LessThanAve,I
Stability,CDEJ,VeryWet,PosToNeg,LV,ACEFK,XNIL,E,Wet,Decreasing,Clear,None,NoMajor,XNIL,SWQuad,CloseToDryAd,Strong,Average,VeryWet,StrongUp,StronUp,XNIL,Strong,XNIL,LessThanAve,CThruK,None,Average,E_W_N,PC,None,Clear,LittleChange,Dry,WeakUp,StrongUp,DCVZFavor,Steep,DecCapIncIns,Unfavorable,Jul16_Aug10,N1GtLIGt_4,StrongUp,None,None,None,MoistMDryL,Negative,Average,None,LowNHighS,PC,Westerly,None,LessThanAve,E
Instability,K,Dry,SigPositive,LongAnticyc,ACEFK,XNIL,K,VeryWet,Decreasing,PC,None,StrongFront,XNIL,AllElse,ModerateOrLe,None,MoreUnstable,Dry,Neutral,Neutral,XNIL,None,XNIL,LessThanAve,CThruK,None,Average,MovingFtorOt,Clear,Moving,PC,Increasing,Dry,Neutral,Neutral,Other,ModerateOrLe,DecCapIncIns,Unfavorable,Jul16_Aug10,N5GtLIGt_8,WeakUp,None,None,PartInhibit,DryMMoistL,Neutral,Average,None,Other,PC,Westerly,None,LessThanAve,K
Stability,CDEJ,Wet,LittleChange,LV,GJ,SIG,J,Wet,Increasing,Clear,Strong,NoMajor,XNIL,LV,ModerateOrLe,Weak,MoreUnstable,Neutral,WeakUp,Neutral,XNIL,Weak,SIG,MoreThanAve,CThruK,Strong,Dry,DryLine,PC,None,Clear,Increasing,Dry,WeakUp,WeakUp,Westerly,CloseToDryAd,IncCapDecIns,Unfavorable,Jul16_Aug10,N1GtLIGt_4,StrongUp,TotalInhibit,Marked,TotalInhibit,DryMMoistL,WeakPos,MoreUnstable,Strong,LowAtStation,Clear,LVorOther,None,MoreThanAve,J
Stability,CDEJ,Wet,LittleChange,E_NE,GJ,SIG,J,Neutral,Increasing,Cloudy,Weak,NoMajor,XNIL,LV,ModerateOrLe,Weak,LessUnstable,Wet,Neutral,Neutral,XNIL,Weak,SIG,MoreThanAve,CThruK,Strong,Dry,DryLine,PC,Other,PC,LittleChange,Neutral,Neutral,Neutral,Other,Steep,IncCapDecIns,Unfavorable,Aug11_Aug20,N5GtLIGt_8,Down,PartInhibit,None,PartInhibit,DryMMoistL,Neutral,LessUnstable,Weak,LowEvrywhere,PC,LVorOther,None,Average,J
Instability,ABI,Neutral,PosToNeg,LV,B,SIG,B,Dry,Decreasing,PC,Weak,NoMajor,XNIL,AllElse,Steep,Weak,LessUnstable,Neutral,Neutral,Neutral,XNIL,Weak,SIG,LessThanAve,AB,Weak,Dry,DenvCyclone,PC,Other,PC,Decreasing,Neutral,StrongUp,Neutral,Westerly,Steep,DecCapIncIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,Some,Stifling,DryMMoistL,Negative,LessUnstable,Weak,LowSHighN,PC,LVorOther,Slight,LessThanAve,B
Neutral,ABI,Wet,SigNegative,SEQuad,B,SIG,B,Neutral,Decreasing,Cloudy,None,NoMajor,SIG,LV,ModerateOrLe,Weak,LessUnstable,Wet,WeakUp,StronUp,SIG,Weak,XNIL,LessThanAve,AB,None,Average,E_W_S,PC,Other,Clear,Decreasing,Dry,Neutral,WeakUp,DCVZFavor,Steep,DecCapIncIns,Weak,May15_Jun14,N5GtLIGt_8,WeakUp,Stifling,None,None,DryMMoistL,Negative,MoreUnstable,None,LowNHighS,Cloudy,Westerly,Slight,Average,B
Neutral,K,VeryWet,NegToPos,WidespdDnsl,ACEFK,SVR,K,Wet,Decreasing,PC,Weak,StrongFront,SVR,NWQuad,Steep,Weak,MoreUnstable,VeryWet,StrongUp,Neutral,SVR,Weak,SIG,LessThanAve,CThruK,Weak,Dry,None,PC,QStationary,PC,Decreasing,VeryWet,StrongUp,StrongUp,DCVZFavor,ModerateOrLe,DecCapIncIns,Moderate,Jul2_Jul15,N5GtLIGt_8,Down,PartInhibit,Marked,PartInhibit,Other,Negative,MoreUnstable,None,LowSHighN,Cloudy,Westerly,Slight,Average,K
Stability,CDEJ,Wet,LittleChange,LV,GJ,SIG,J,Neutral,LittleChange,PC,Strong,NoMajor,SIG,LV,ModerateOrLe,Strong,MoreUnstable,Wet,Neutral,Neutral,SIG,None,SIG,Average,CThruK,Strong,Dry,DryLine,PC,None,PC,Increasing,Wet,Neutral,Neutral,StrongWest,Steep,LittleChange,Moderate,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,Some,None,DryMMoistL,WeakPos,Average,Strong,LowMtsHighPl,Clear,LVorOther,Slight,Average,J
Stability,CDEJ,Dry,LittleChange,LV,ACEFK,SVR,E,Dry,LittleChange,PC,Weak,NoMajor,SIG,SWQuad,ModerateOrLe,Strong,Average,Dry,WeakUp,StronUp,SIG,Strong,SVR,Average,CThruK,Strong,Dry,Other,Clear,None,PC,Decreasing,Neutral,Neutral,WeakUp,DCVZFavor,ModerateOrLe,LittleChange,Moderate,Aug20_Sep15,LILt_8,Neutral,PartInhibit,Marked,PartInhibit,MoistMDryL,Negative,Average,Strong,LowMtsHighPl,Clear,Westerly,Slight,Average,E
Instability,ABI,Dry,PosToNeg,DenvCyclone,B,SIG,B,VeryWet,LittleChange,Clear,Weak,NoMajor,SIG,SWQuad,Steep,Strong,MoreUnstable,Neutral,Neutral,WeakUp,SIG,None,SIG,LessThanAve,AB,Strong,Average,DenvCyclone,Cloudy,Other,Clear,LittleChange,Dry,Down,Neutral,DCVZFavor,CloseToDryAd,LittleChange,Strong,Jul16_Aug10,N5GtLIGt_8,WeakUp,PartInhibit,Marked,PartInhibit,Other,Neutral,MoreUnstable,Strong,LowMtsHighPl,Clear,Westerly,Strong,LessThanAve,B
Instability,CDEJ,VeryWet,NegToPos,LongAnticyc,ACEFK,XNIL,C,Wet,LittleChange,PC,Strong,OtherRapid,XNIL,NWQuad,Steep,Weak,MoreUnstable,Wet,Neutral,Neutral,XNIL,None,XNIL,MoreThanAve,CThruK,Strong,VeryMoist,E_W_N,PC,Other,PC,Increasing,VeryWet,WeakUp,Neutral,Other,ModerateOrLe,LittleChange,Moderate,May15_Jun14,N5GtLIGt_8,Neutral,PartInhibit,Marked,PartInhibit,Other,WeakPos,Average,None,LowMtsHighPl,PC,Westerly,None,MoreThanAve,C
Stability,CDEJ,Neutral,NegToPos,LongAnticyc,ACEFK,XNIL,C,Dry,Decreasing,Clear,Weak,NoMajor,XNIL,LV,Steep,Strong,Average,Wet,WeakUp,WeakUp,XNIL,None,XNIL,LessThanAve,CThruK,Weak,Average,E_W_S,Clear,None,Clear,Increasing,Neutral,StrongUp,WeakUp,Westerly,ModerateOrLe,DecCapIncIns,Moderate,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,Other,WeakPos,LessUnstable,Weak,LowAtStation,Clear,Westerly,None,Average,C
Neutral,K,Neutral,SigPositive,SEQuad,ACEFK,SVR,K,VeryWet,Increasing,Cloudy,Strong,StrongFront,SVR,SWQuad,Steep,None,MoreUnstable,Neutral,Neutral,Neutral,SVR,None,SIG,Average,CThruK,Strong,Average,MovingFtorOt,PC,None,Cloudy,LittleChange,Neutral,Down,Neutral,Other,ModerateOrLe,IncCapDecIns,Strong,May15_Jun14,N5GtLIGt_8,Neutral,PartInhibit,None,PartInhibit,Other,WeakPos,MoreUnstable,Weak,LowNHighS,Cloudy,Westerly,Strong,LessThanAve,K
Instability,ABI,VeryWet,LittleChange,LV,HI,SIG,I,Neutral,Increasing,Cloudy,Strong,OtherRapid,XNIL,SWQuad,CloseToDryAd,Weak,MoreUnstable,Wet,Down,Down,XNIL,None,SIG,MoreThanAve,CThruK,Strong,Dry,E_W_S,Clear,QStationary,Cloudy,LittleChange,VeryWet,StrongUp,Down,StrongWest,ModerateOrLe,IncCapDecIns,Moderate,May15_Jun14,N5GtLIGt_8,Down,Stifling,Some,None,DryMMoistL,Negative,MoreUnstable,Strong,LowMtsHighPl,PC,Westerly,Slight,MoreThanAve,I
Instability,ABI,Wet,PosToNeg,DenvCyclone,B,SVR,B,Neutral,LittleChange,Clear,None,NoMajor,XNIL,NWQuad,ModerateOrLe,None,Average,Wet,Neutral,Neutral,XNIL,None,SVR,Average,AB,Strong,VeryMoist,E_W_S,PC,None,Clear,Decreasing,Neutral,Neutral,Neutral,Other,CloseToDryAd,LittleChange,Unfavorable,May15_Jun14,N5GtLIGt_8,Down,PartInhibit,Some,None,DryMMoistL,Neutral,MoreUnstable,Weak,Other,Clear,LVorOther,None,Average,B
Instability,H,VeryWet,SigNegative,SEQuad,HI,SIG,H,Neutral,LittleChange,Clear,None,OtherRapid,XNIL,SWQuad,Stable,Weak,MoreUnstable,Wet,Down,Down,XNIL,None,SIG,LessThanAve,CThruK,Weak,VeryMoist,E_W_S,PC,Moving,Clear,LittleChange,VeryWet,Down,Down,DCVZFavor,Steep,LittleChange,Weak,May15_Jun14,LILt_8,Down,PartInhibit,Some,PartInhibit,DryMMoistL,Neutral,MoreUnstable,Strong,Other,Clear,LVorOther,None,LessThanAve,H
Neutral,ABI,Wet,PosToNeg,SEQuad,B,XNIL,B,Neutral,LittleChange,PC,None,NoMajor,XNIL,NWQuad,Steep,None,LessUnstable,VeryWet,StrongUp,StronUp,XNIL,None,XNIL,LessThanAve,AB,None,Dry,DenvCyclone,Clear,Other,PC,Decreasing,VeryWet,StrongUp,StrongUp,Westerly,CloseToDryAd,LittleChange,Strong,Jul16_Aug10,N5GtLIGt_8,StrongUp,PartInhibit,None,Stifling,Other,Negative,Average,None,LowSHighN,Cloudy,LVorOther,Slight,LessThanAve,B
Instability,ABI,Dry,PosToNeg,DenvCyclone,B,SVR,B,Neutral,Decreasing,PC,Strong,MarkedUpper,SVR,SWQuad,Stable,Strong,Average,Neutral,Neutral,Neutral,SVR,Weak,SVR,LessThanAve,AB,Strong,VeryMoist,DenvCyclone,PC,None,PC,LittleChange,Neutral,Neutral,Neutral,DCVZFavor,CloseToDryAd,DecCapIncIns,Strong,Jul2_Jul15,LILt_8,WeakUp,PartInhibit,Marked,None,Other,Neutral,MoreUnstable,Strong,HighEvrywher,PC,LVorOther,Strong,LessThanAve,B
Stability,CDEJ,VeryWet,SigPositive,LongAnticyc,ACEFK,SIG,C,Neutral,Decreasing,PC,Strong,MarkedUpper,XNIL,NWQuad,CloseToDryAd,Strong,LessUnstable,VeryWet,WeakUp,Neutral,SIG,Weak,SIG,LessThanAve,CThruK,Strong,Dry,E_W_N,Clear,Other,Clear,LittleChange,Dry,WeakUp,WeakUp,Westerly,Steep,DecCapIncIns,Moderate,Aug20_Sep15,N1GtLIGt_4,WeakUp,PartInhibit,Marked,None,Other,Negative,Average,None,LowEvrywhere,Cloudy,Westerly,Moderate,Average,C
Stability,K,Wet,SigPositive,SEQuad,ACEFK,SIG,K,Neutral,LittleChange,Cloudy,None,StrongFront,SIG,AllElse,CloseToDryAd,Weak,Average,Wet,StrongUp,StronUp,SIG,None,XNIL,Average,CThruK,None,Average,E_W_N,PC,Moving,Cloudy,Increasing,Wet,StrongUp,StrongUp,DCVZFavor,CloseToDryAd,LittleChange,Weak,May15_Jun14,N1GtLIGt_4,Neutral,PartInhibit,None,PartInhibit,DryMMoistL,StrongPos,Average,None,LowNHighS,Cloudy,Westerly,None,Average,K
Instability,CDEJ,Dry,SigNegative,LV,ACEFK,XNIL,E,Dry,Increasing,Cloudy,None,OtherRapid,XNIL,SWQuad,CloseToDryAd,Weak,Average,Dry,Neutral,Neutral,XNIL,None,XNIL,MoreThanAve,CThruK,None,Average,None,PC,None,PC,Increasing,Neutral,Neutral,Neutral,Other,Steep,IncCapDecIns,Strong,May15_Jun14,N1GtLIGt_4,Neutral,Stifling,None,PartInhibit,MoistMDryL,Negative,Average,None,LowSHighN,Cloudy,LVorOther,Moderate,MoreThanAve,E
Stability,ABI,Wet,PosToNeg,DenvCyclone,B,XNIL,B,Dry,Increasing,Clear,None,NoMajor,XNIL,LV,Stable,Weak,LessUnstable,VeryWet,StrongUp,StronUp,XNIL,None,XNIL,MoreThanAve,AB,Weak,Average,E_W_S,PC,None,Clear,LittleChange,VeryWet,StrongUp,StrongUp,StrongWest,Steep,IncCapDecIns,Weak,May15_Jun14,LIGt0,WeakUp,Stifling,Marked,TotalInhibit,DryMMoistL,Negative,LessUnstable,Strong,LowMtsHighPl,Clear,LVorOther,None,MoreThanAve,B
Stability,K,Neutral,LittleChange,E_NE,ACEFK,XNIL,K,Dry,Increasing,Clear,None,MarkedUpper,XNIL,AllElse,Steep,None,Average,Wet,Down,Neutral,XNIL,None,XNIL,MoreThanAve,CThruK,None,Dry,E_W_N,Clear,Moving,Clear,LittleChange,Wet,Neutral,Down,Westerly,CloseToDryAd,IncCapDecIns,Weak,Aug20_Sep15,N1GtLIGt_4,Down,PartInhibit,None,PartInhibit,DryMMoistL,Neutral,Average,None,LowAtStation,Clear,Westerly,None,LessThanAve,K
Stability,ABI,VeryWet,LittleChange,LongAnticyc,B,SVR,B,VeryWet,LittleChange,Clear,Weak,MarkedUpper,SIG,LV,ModerateOrLe,Weak,MoreUnstable,VeryWet,Neutral,Down,SIG,None,SVR,MoreThanAve,AB,Strong,VeryMoist,DenvCyclone,Cloudy,Other,Clear,Increasing,Wet,Neutral,Neutral,DCVZFavor,CloseToDryAd,LittleChange,Moderate,Jul2_Jul15,N5GtLIGt_8,Neutral,TotalInhibit,Some,PartInhibit,Other,WeakPos,Average,Weak,LowEvrywhere,Clear,LVorOther,Slight,MoreThanAve,B
Neutral,F,VeryWet,LittleChange,LV,ACEFK,XNIL,F,VeryWet,Increasing,Cloudy,None,NoMajor,XNIL,AllElse,Steep,None,MoreUnstable,VeryWet,Neutral,Down,XNIL,None,XNIL,MoreThanAve,CThruK,None,VeryMoist,Other,Cloudy,None,PC,Increasing,Neutral,Neutral,Neutral,Westerly,ModerateOrLe,IncCapDecIns,Unfavorable,Jul16_Aug10,LILt_8,Neutral,Stifling,None,None,Other,WeakPos,MoreUnstable,None,HighEvrywher,Cloudy,LVorOther,None,Average,F
Stability,F,Neutral,SigPositive,SEQuad,ACEFK,SIG,F,VeryWet,Increasing,PC,None,NoMajor,SIG,AllElse,ModerateOrLe,None,Average,Neutral,Neutral,WeakUp,SIG,Weak,XNIL,MoreThanAve,CThruK,None,VeryMoist,None,Clear,QStationary,PC,Increasing,Neutral,Down,Neutral,Westerly,ModerateOrLe,IncCapDecIns,Moderate,Jul16_Aug10,N1GtLIGt_4,Neutral,PartInhibit,None,None,Other,WeakPos,Average,None,HighEvrywher,PC,LVorOther,Strong,Average,F
